Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Road
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Road
appliedenergistics2:facade:0, Cable Facade - Salt Block
appliedenergistics2:facade:0, Cable Facade - §eBlock of Inferium Essence
appliedenergistics2:facade:0, Cable Facade - §aBlock of Prudentium Essence
appliedenergistics2:facade:0, Cable Facade - §6Block of Intermedium Essence
appliedenergistics2:facade:0, Cable Facade - §bBlock of Superium Essence
appliedenergistics2:facade:0, Cable Facade - §cBlock of Supremium Essence
appliedenergistics2:facade:0, Cable Facade - Block of Prosperity
appliedenergistics2:facade:0, Cable Facade - Block of Base Essence
appliedenergistics2:facade:0, Cable Facade - §eBlock of Inferium
appliedenergistics2:facade:0, Cable Facade - §aBlock of Prudentium
appliedenergistics2:facade:0, Cable Facade - §6Block of Intermedium
appliedenergistics2:facade:0, Cable Facade - §bBlock of Superium
appliedenergistics2:facade:0, Cable Facade - §cBlock of Supremium
appliedenergistics2:facade:0, Cable Facade - §dBlock of Soulium
appliedenergistics2:facade:0, Cable Facade - §eBlock of Inferium Coal
appliedenergistics2:facade:0, Cable Facade - §aBlock of Prudentium Coal
appliedenergistics2:facade:0, Cable Facade - §6Block of Intermedium Coal
appliedenergistics2:facade:0, Cable Facade - §bBlock of Superium Coal
appliedenergistics2:facade:0, Cable Facade - §cBlock of Supremium Coal
appliedenergistics2:facade:0, Cable Facade - Soulstone
appliedenergistics2:facade:0, Cable Facade - Cobbled Soulstone
appliedenergistics2:facade:0, Cable Facade - Polished Soulstone
appliedenergistics2:facade:0, Cable Facade - Soulstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Soulstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Soulstone
appliedenergistics2:facade:0, Cable Facade - Soulstone Slab Block
appliedenergistics2:facade:0, Cable Facade - Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - Nether Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - End Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - §eInferium Ore
appliedenergistics2:facade:0, Cable Facade - §eNether Inferium Ore
appliedenergistics2:facade:0, Cable Facade - §eEnd Inferium Ore
appliedenergistics2:facade:0, Cable Facade - §eGrowth Accelerator
appliedenergistics2:facade:0, Cable Facade - Mystical Machine Frame
appliedenergistics2:facade:0, Cable Facade - Glowstone Lamp
appliedenergistics2:facade:0, Cable Facade - Witherproof Block
appliedenergistics2:facade:0, Cable Facade - Topiary Grass
appliedenergistics2:facade:0, Cable Facade - Bluegrass
appliedenergistics2:facade:0, Cable Facade - Autumnal Grass
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Silverbell Wood
appliedenergistics2:facade:0, Cable Facade - Amaranth Wood
appliedenergistics2:facade:0, Cable Facade - Tiger Wood
appliedenergistics2:facade:0, Cable Facade - Willow Wood
appliedenergistics2:facade:0, Cable Facade - Eucalyptus Wood
appliedenergistics2:facade:0, Cable Facade - Hopseed Wood
appliedenergistics2:facade:0, Cable Facade - Sakura Wood
appliedenergistics2:facade:0, Cable Facade - Redwood Bark
appliedenergistics2:facade:0, Cable Facade - Redwood
appliedenergistics2:facade:0, Cable Facade - Redwood Root
appliedenergistics2:facade:0, Cable Facade - Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Silverbell Leaves
appliedenergistics2:facade:0, Cable Facade - Amaranth Leaves
appliedenergistics2:facade:0, Cable Facade - Tiger Leaves
appliedenergistics2:facade:0, Cable Facade - Willow Leaves
appliedenergistics2:facade:0, Cable Facade - Eucalyptus Leaves
appliedenergistics2:facade:0, Cable Facade - Hopseed Leaves
appliedenergistics2:facade:0, Cable Facade - Sakura Leaves
appliedenergistics2:facade:0, Cable Facade - Redwood Leaves
appliedenergistics2:facade:0, Cable Facade - Maple Planks
appliedenergistics2:facade:0, Cable Facade - Silverbell Planks
appliedenergistics2:facade:0, Cable Facade - Amaranth Planks
appliedenergistics2:facade:0, Cable Facade - Tigerwood Planks
appliedenergistics2:facade:0, Cable Facade - Willow Planks
appliedenergistics2:facade:0, Cable Facade - Eucalyptus Planks
appliedenergistics2:facade:0, Cable Facade - Hopseed Planks
appliedenergistics2:facade:0, Cable Facade - Sakura Planks
appliedenergistics2:facade:0, Cable Facade - Redwood Planks
appliedenergistics2:facade:0, Cable Facade - Ghostwood
appliedenergistics2:facade:0, Cable Facade - Darkwood
appliedenergistics2:facade:0, Cable Facade - Fusewood
appliedenergistics2:facade:0, Cable Facade - Bloodwood
appliedenergistics2:facade:0, Cable Facade - Bloodwood
appliedenergistics2:facade:0, Cable Facade - Ghostwood Leaves
appliedenergistics2:facade:0, Cable Facade - Blood Leaves
appliedenergistics2:facade:0, Cable Facade - Fusewood Leaves
appliedenergistics2:facade:0, Cable Facade - Darkwood Leaves
appliedenergistics2:facade:0, Cable Facade - Darkwood Leaves
appliedenergistics2:facade:0, Cable Facade - Darkwood Leaves
appliedenergistics2:facade:0, Cable Facade - Ghostwood Planks
appliedenergistics2:facade:0, Cable Facade - Bloodwood Planks
appliedenergistics2:facade:0, Cable Facade - Darkwood Planks
appliedenergistics2:facade:0, Cable Facade - Fusewood Planks
appliedenergistics2:facade:0, Cable Facade - Heat Sand
appliedenergistics2:facade:0, Cable Facade - Tainted Soil
appliedenergistics2:facade:0, Cable Facade - Tainted Soil
appliedenergistics2:facade:0, Cable Facade - Tainted Soil
appliedenergistics2:facade:0, Cable Facade - Inactive Respawn Obelisk
appliedenergistics2:facade:0, Cable Facade - tile.fake_ice.name
appliedenergistics2:facade:0, Cable Facade - Block of Cheese
appliedenergistics2:facade:0, Cable Facade - Barrel of Fish
appliedenergistics2:facade:0, Cable Facade - Garbage Pile
appliedenergistics2:facade:0, Cable Facade - Raw Marbled Cheese
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese Slab
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese Tile
appliedenergistics2:facade:0, Cable Facade - Chiseled Marbled Cheese
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese Pillar
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese Brick
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese Brick Slab
appliedenergistics2:facade:0, Cable Facade - Chiseled Marbled Cheese Brick
appliedenergistics2:facade:0, Cable Facade - Cracked Marbled Cheese Brick
appliedenergistics2:facade:0, Cable Facade - Mossy Marbled Cheese Brick
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese Dirt
appliedenergistics2:facade:0, Cable Facade - Marbled Cheese Grass
appliedenergistics2:facade:0, Cable Facade - Ratlantean Automaton Core
appliedenergistics2:facade:0, Cable Facade - Block of Ratglove
appliedenergistics2:facade:0, Cable Facade - Brain Block
appliedenergistics2:facade:0, Cable Facade - Jack O' Ratern
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - Tritanium Ore
appliedenergistics2:facade:0, Cable Facade - Tritanium Block
appliedenergistics2:facade:0, Cable Facade - Machine Hull
appliedenergistics2:facade:0, Cable Facade - Fusion Reactor Coil
appliedenergistics2:facade:0, Cable Facade - Yellow Stripes
appliedenergistics2:facade:0, Cable Facade - Coils
appliedenergistics2:facade:0, Cable Facade - Tritanium Smooth Plate
appliedenergistics2:facade:0, Cable Facade - Dark Vent
appliedenergistics2:facade:0, Cable Facade - Vent
appliedenergistics2:facade:0, Cable Facade - Holographic Matrix
appliedenergistics2:facade:0, Cable Facade - Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Tritanium Plate Guided
appliedenergistics2:facade:0, Cable Facade - Carbon Fiber Plate
appliedenergistics2:facade:0, Cable Facade - Matter Tube
appliedenergistics2:facade:0, Cable Facade - Matter Tube
appliedenergistics2:facade:0, Cable Facade - Tritanium Grate
appliedenergistics2:facade:0, Cable Facade - Tritanium Grate
appliedenergistics2:facade:0, Cable Facade - Floor Tiles
appliedenergistics2:facade:0, Cable Facade - White Floor Tiles
appliedenergistics2:facade:0, Cable Facade - Green Floor Tiles
appliedenergistics2:facade:0, Cable Facade - Linoleum Floor
appliedenergistics2:facade:0, Cable Facade - Soft Wall Plates
appliedenergistics2:facade:0, Cable Facade - Tritanium Rail
appliedenergistics2:facade:0, Cable Facade - Tritanium Rail
appliedenergistics2:facade:0, Cable Facade - Tritanium Lamp
appliedenergistics2:facade:0, Cable Facade - Tritanium Lamp
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Engine Exhaust Plasma
appliedenergistics2:facade:0, Cable Facade - Rock Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Starmetal Ore
appliedenergistics2:facade:0, Cable Facade - Aquamarine Shale
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Marble
appliedenergistics2:facade:0, Cable Facade - Runed Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Runed Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Infused Wood
appliedenergistics2:facade:0, Cable Facade - Infused Wood Planks
appliedenergistics2:facade:0, Cable Facade - Infused Wood Column
appliedenergistics2:facade:0, Cable Facade - Infused Wood Arch
appliedenergistics2:facade:0, Cable Facade - Engraved Infused Wood
appliedenergistics2:facade:0, Cable Facade - Enriched Infused Wood
appliedenergistics2:facade:0, Cable Facade - Vibrant Infused Wood
appliedenergistics2:facade:0, Cable Facade - Neromantic Prime
appliedenergistics2:facade:0, Cable Facade - Fysallidic Prime
appliedenergistics2:facade:0, Cable Facade - Water Spring
appliedenergistics2:facade:0, Cable Facade - Oil Spring
appliedenergistics2:facade:0, Cable Facade - tile.decorated.destroy.name
appliedenergistics2:facade:0, Cable Facade - Blueprint (Decoration)
appliedenergistics2:facade:0, Cable Facade - Template (Decoration)
appliedenergistics2:facade:0, Cable Facade - tile.decorated.paper.name
appliedenergistics2:facade:0, Cable Facade - tile.decorated.leather.name
appliedenergistics2:facade:0, Cable Facade - Laser (Decoration)
appliedenergistics2:facade:0, Cable Facade - Floater
appliedenergistics2:facade:0, Cable Facade - Air Balloon
appliedenergistics2:facade:0, Cable Facade - Orange Air Balloon
appliedenergistics2:facade:0, Cable Facade - Magenta Air Balloon
appliedenergistics2:facade:0, Cable Facade - Light Blue Air Balloon
appliedenergistics2:facade:0, Cable Facade - Yellow Air Balloon
appliedenergistics2:facade:0, Cable Facade - Lime Air Balloon
appliedenergistics2:facade:0, Cable Facade - Pink Air Balloon
appliedenergistics2:facade:0, Cable Facade - Gray Air Balloon
appliedenergistics2:facade:0, Cable Facade - Silver Air Balloon
appliedenergistics2:facade:0, Cable Facade - Cyan Air Balloon
appliedenergistics2:facade:0, Cable Facade - Purple Air Balloon
appliedenergistics2:facade:0, Cable Facade - Blue Air Balloon
appliedenergistics2:facade:0, Cable Facade - Brown Air Balloon
appliedenergistics2:facade:0, Cable Facade - Green Air Balloon
appliedenergistics2:facade:0, Cable Facade - Red Air Balloon
appliedenergistics2:facade:0, Cable Facade - Black Air Balloon
appliedenergistics2:facade:0, Cable Facade - Shore Buffer
appliedenergistics2:facade:0, Cable Facade - Sticky Buffer
appliedenergistics2:facade:0, Cable Facade - Compact Raw Porkchop
appliedenergistics2:facade:0, Cable Facade - Cinnamon Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Paperbark Wood
appliedenergistics2:facade:0, Cable Facade - Well
appliedenergistics2:facade:0, Cable Facade - Beehive
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Pressed Wax Block
appliedenergistics2:facade:0, Cable Facade - Waxcomb Block
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
